id_detalle,id_venta,id_producto,nombre_producto,cantidad,precio_unitario,importe
16663,9231,15,Leche Descremada 1L,1,2538.0,2538.0
16664,9231,59,Chicle Menta,2,3612.0,7224.0
16665,9232,34,Turrón 50g,3,503.0,1509.0
16666,9232,33,Chocolate con Leche 100g,4,1255.0,5020.0
16667,9232,10,Yerba Mate Intensa 1kg,1,4883.0,4883.0
16668,9232,82,Aceitunas Negras 200g,2,2394.0,4788.0
16669,9232,44,Arroz Largo Fino 1kg,3,2979.0,8937.0
16670,9232,20,Pan Lactal Blanco,1,1571.0,1571.0
16671,9233,15,Leche Descremada 1L,2,2538.0,5076.0
16672,9234,77,Empanadas Congeladas,1,4778.0,4778.0
16673,9235,33,Chocolate con Leche 100g,2,1255.0,2510.0
16674,9235,9,Yerba Mate Suave 1kg,1,3878.0,3878.0
16675,9235,14,Leche Entera 1L,1,1723.0,1723.0
16676,9235,27,Alfajor Simple,2,2502.0,5004.0
16677,9236,33,Chocolate con Leche 100g,1,1255.0,1255.0
16678,9237,15,Leche Descremada 1L,2,2538.0,5076.0
16679,9237,57,Servilletas x100,1,4520.0,4520.0
16680,9237,21,Pan Lactal Integral,4,272.0,1088.0
16681,9238,33,Chocolate con Leche 100g,3,1255.0,3765.0
16682,9238,52,Detergente Líquido 750ml,1,2582.0,2582.0
16683,9238,36,Dulce de Leche 400g,1,2559.0,2559.0
16684,9238,65,Cerveza Rubia 1L,1,2423.0,2423.0
16685,9239,20,Pan Lactal Blanco,1,1571.0,1571.0
16686,9239,75,Licor de Café 700ml,3,3204.0,9612.0
16687,9239,95,Mascarilla Capilar,1,1581.0,1581.0
16688,9240,53,Lavandina 1L,3,1664.0,4992.0
16689,9241,69,Sidra 750ml,4,744.0,2976.0
16690,9241,39,Helado Vainilla 1L,2,469.0,938.0
16691,9241,9,Yerba Mate Suave 1kg,2,3878.0,7756.0
16692,9241,21,Pan Lactal Integral,4,272.0,1088.0
16693,9243,12,Té Negro 20 saquitos,3,570.0,1710.0
16694,9244,21,Pan Lactal Integral,4,272.0,1088.0
16695,9244,20,Pan Lactal Blanco,4,1710.0,6840.0
16696,9244,89,Caldo Concentrado Verdura,3,1003.0,3009.0
16697,9245,53,Lavandina 1L,2,1664.0,3328.0
16698,9245,21,Pan Lactal Integral,4,272.0,1088.0
16699,9246,28,Papas Fritas Clásicas 100g,4,936.0,3744.0
16700,9246,69,Sidra 750ml,3,744.0,2232.0
16701,9246,14,Leche Entera 1L,2,1723.0,3446.0
16702,9246,20,Pan Lactal Blanco,2,1571.0,3142.0
16703,9246,75,Licor de Café 700ml,1,3204.0,3204.0
16704,9246,89,Caldo Concentrado Verdura,1,1003.0,1003.0
16705,9246,15,Leche Descremada 1L,2,2538.0,5076.0
16706,9246,97,Limpiavidrios 500ml,3,872.0,2616.0
16707,9246,56,Papel Higiénico x4,1,2532.0,2532.0
16708,9247,1,Coca Cola 1.5L,2,2347.0,4694.0
16709,9248,89,Caldo Concentrado Verdura,1,1003.0,1003.0
16710,9249,9,Yerba Mate Suave 1kg,2,3878.0,7756.0
16711,9249,21,Pan Lactal Integral,3,300.0,900.0
16712,9249,47,Garbanzos 500g,1,2939.0,2939.0
16713,9250,20,Pan Lactal Blanco,2,1571.0,3142.0
16714,9251,75,Licor de Café 700ml,1,3204.0,3204.0
16715,9251,33,Chocolate con Leche 100g,1,1255.0,1255.0
16716,9252,39,Helado Vainilla 1L,3,469.0,1407.0
16717,9252,20,Pan Lactal Blanco,2,1571.0,3142.0
16718,9252,1,Coca Cola 1.5L,1,2347.0,2347.0
16719,9252,97,Limpiavidrios 500ml,3,872.0,2616.0
16720,9254,7,Jugo de Manzana 1L,1,3269.0,3269.0
16721,9254,14,Leche Entera 1L,1,1723.0,1723.0
16722,9255,25,Galletitas Vainilla,2,4015.0,8030.0
16723,9255,31,Mix de Frutos Secos 200g,1,3409.0,3409.0
16724,9255,97,Limpiavidrios 500ml,2,872.0,1744.0
16725,9256,20,Pan Lactal Blanco,3,1571.0,4713.0
16726,9257,55,Shampoo 400ml,1,1407.0,1407.0
16727,9257,21,Pan Lactal Integral,2,272.0,544.0
16728,9258,97,Limpiavidrios 500ml,4,872.0,3488.0
16729,9258,9,Yerba Mate Suave 1kg,2,3878.0,7756.0
16730,9261,20,Pan Lactal Blanco,1,1571.0,1571.0
16731,9261,10,Yerba Mate Intensa 1kg,2,4883.0,9766.0
16732,9261,73,Gin 700ml,1,1561.0,1561.0
16733,9262,10,Yerba Mate Intensa 1kg,1,4883.0,4883.0
16734,9262,21,Pan Lactal Integral,2,272.0,544.0
16735,9263,33,Chocolate con Leche 100g,2,1255.0,2510.0
16736,9263,1,Coca Cola 1.5L,3,2347.0,7041.0
16737,9263,53,Lavandina 1L,2,1664.0,3328.0
16738,9264,41,Aceite de Girasol 1L,2,860.0,1720.0
16739,9266,81,Aceitunas Verdes 200g,3,2520.0,7560.0
16740,9266,98,Desengrasante 500ml,1,2843.0,2843.0
16741,9267,1,Coca Cola 1.5L,2,2347.0,4694.0
16742,9268,93,Cepillo de Dientes,1,2142.0,2142.0
16743,9269,15,Leche Descremada 1L,1,2538.0,2538.0
16744,9269,24,Galletitas Chocolate,2,1305.0,2610.0
16745,9270,20,Pan Lactal Blanco,1,1571.0,1571.0
16746,9271,4,Fanta Naranja 1.5L,1,2033.0,2033.0
16747,9272,68,Vino Blanco 750ml,1,2684.0,2684.0
16748,9272,36,Dulce de Leche 400g,1,2559.0,2559.0
16749,9273,89,Caldo Concentrado Verdura,4,1003.0,4012.0
16750,9275,87,Sopa Instantánea Pollo,3,1679.0,5037.0
16751,9276,5,Agua Mineral 500ml,2,4777.0,9554.0
16752,9278,14,Leche Entera 1L,2,1723.0,3446.0
16753,9278,85,Jugo en Polvo Naranja,1,1856.0,1856.0
16754,9279,14,Leche Entera 1L,4,1723.0,6892.0
16755,9279,26,Alfajor Triple,3,1001.0,3003.0
16756,9279,41,Aceite de Girasol 1L,3,860.0,2580.0
16757,9280,40,Helado Chocolate 1L,4,1215.0,4860.0
16758,9280,21,Pan Lactal Integral,4,272.0,1088.0
16759,9280,89,Caldo Concentrado Verdura,1,1003.0,1003.0
16760,9280,37,Mermelada de Durazno 400g,1,3196.0,3196.0
16761,9281,44,Arroz Largo Fino 1kg,1,2979.0,2979.0
16762,9281,29,Papas Fritas Onduladas 100g,1,1868.0,1868.0
16763,9282,97,Limpiavidrios 500ml,4,872.0,3488.0
16764,9282,34,Turrón 50g,1,503.0,503.0
16765,9282,41,Aceite de Girasol 1L,1,860.0,860.0
16766,9282,11,Café Molido 250g,2,2053.0,4106.0
16767,9282,1,Coca Cola 1.5L,1,2347.0,2347.0
16768,9282,85,Jugo en Polvo Naranja,1,1856.0,1856.0
16769,9283,5,Agua Mineral 500ml,1,4777.0,4777.0
16770,9284,33,Chocolate con Leche 100g,3,1255.0,3765.0
16771,9286,41,Aceite de Girasol 1L,1,860.0,860.0
16772,9286,69,Sidra 750ml,2,744.0,1488.0
16773,9286,45,Fideos Spaghetti 500g,2,745.0,1490.0
16774,9288,5,Agua Mineral 500ml,1,4777.0,4777.0
16775,9289,77,Empanadas Congeladas,1,4778.0,4778.0
16776,9290,14,Leche Entera 1L,3,1723.0,5169.0
16777,9292,11,Café Molido 250g,2,2053.0,4106.0
16778,9293,73,Gin 700ml,2,1561.0,3122.0
16779,9293,20,Pan Lactal Blanco,3,1571.0,4713.0
16780,9293,50,Azúcar 1kg,4,727.0,2908.0
16781,9294,99,Esponjas x3,1,2430.0,2430.0
16782,9294,15,Leche Descremada 1L,3,2538.0,7614.0
16783,9295,37,Mermelada de Durazno 400g,2,3196.0,6392.0
16784,9295,36,Dulce de Leche 400g,1,2559.0,2559.0
16785,9295,85,Jugo en Polvo Naranja,2,1856.0,3712.0
16786,9296,31,Mix de Frutos Secos 200g,1,3409.0,3409.0
16787,9296,27,Alfajor Simple,3,2502.0,7506.0
16788,9297,21,Pan Lactal Integral,4,272.0,1088.0
16789,9298,69,Sidra 750ml,4,744.0,2976.0
16790,9298,26,Alfajor Triple,2,1001.0,2002.0
16791,9299,39,Helado Vainilla 1L,2,510.0,1020.0
16792,9299,92,Crema Dental 90g,1,2512.0,2512.0
16793,9300,98,Desengrasante 500ml,1,2843.0,2843.0
16794,9300,11,Café Molido 250g,1,2053.0,2053.0
16795,9301,75,Licor de Café 700ml,1,3204.0,3204.0
16796,9302,28,Papas Fritas Clásicas 100g,2,936.0,1872.0
16797,9303,97,Limpiavidrios 500ml,2,880.0,1760.0
16798,9305,33,Chocolate con Leche 100g,1,1255.0,1255.0
16799,9306,14,Leche Entera 1L,1,1723.0,1723.0
16800,9306,9,Yerba Mate Suave 1kg,2,3878.0,7756.0
16801,9306,15,Leche Descremada 1L,1,2538.0,2538.0
16802,9306,43,Salsa de Tomate 500g,1,887.0,887.0
16803,9307,33,Chocolate con Leche 100g,2,1255.0,2510.0
16804,9307,75,Licor de Café 700ml,2,3204.0,6408.0
16805,9307,26,Alfajor Triple,4,1001.0,4004.0
16806,9307,36,Dulce de Leche 400g,1,2559.0,2559.0
16807,9307,95,Mascarilla Capilar,1,1581.0,1581.0
16808,9307,100,Trapo de Piso,2,4854.0,9708.0
16809,9308,53,Lavandina 1L,2,1664.0,3328.0
16810,9309,11,Café Molido 250g,3,2053.0,6159.0
16811,9309,75,Licor de Café 700ml,1,3204.0,3204.0
16812,9309,69,Sidra 750ml,3,744.0,2232.0
16813,9310,86,Jugo en Polvo Limón,1,4090.0,4090.0
16814,9311,83,Queso Untable 190g,1,1830.0,1830.0
16815,9311,75,Licor de Café 700ml,3,3204.0,9612.0
16816,9312,28,Papas Fritas Clásicas 100g,2,936.0,1872.0
16817,9314,53,Lavandina 1L,1,1740.0,1740.0
16818,9315,45,Fideos Spaghetti 500g,1,745.0,745.0
16819,9316,70,Fernet 750ml,1,4061.0,4061.0
16820,9316,1,Coca Cola 1.5L,2,2347.0,4694.0
16821,9316,59,Chicle Menta,1,3612.0,3612.0
16822,9316,33,Chocolate con Leche 100g,2,1255.0,2510.0
16823,9316,36,Dulce de Leche 400g,2,2559.0,5118.0
16824,9316,75,Licor de Café 700ml,2,3204.0,6408.0
16825,9317,28,Papas Fritas Clásicas 100g,3,936.0,2808.0
16826,9317,43,Salsa de Tomate 500g,2,887.0,1774.0
16827,9318,19,Manteca 200g,1,3251.0,3251.0
16828,9318,33,Chocolate con Leche 100g,1,1255.0,1255.0
16829,9319,33,Chocolate con Leche 100g,1,1255.0,1255.0
16830,9320,51,Sal Fina 500g,2,1745.0,3490.0
16831,9321,55,Shampoo 400ml,1,1407.0,1407.0
16832,9324,85,Jugo en Polvo Naranja,1,1856.0,1856.0
16833,9325,33,Chocolate con Leche 100g,1,1255.0,1255.0
16834,9325,5,Agua Mineral 500ml,2,4777.0,9554.0
16835,9325,14,Leche Entera 1L,1,1723.0,1723.0
16836,9326,21,Pan Lactal Integral,3,272.0,816.0
16837,9327,15,Leche Descremada 1L,2,2538.0,5076.0
16838,9327,36,Dulce de Leche 400g,3,2559.0,7677.0
16839,9328,29,Papas Fritas Onduladas 100g,3,1868.0,5604.0
16840,9328,3,Sprite 1.5L,1,4964.0,4964.0
16841,9329,29,Papas Fritas Onduladas 100g,1,1868.0,1868.0
16842,9330,87,Sopa Instantánea Pollo,1,1679.0,1679.0
16843,9331,33,Chocolate con Leche 100g,1,1255.0,1255.0
16844,9332,1,Coca Cola 1.5L,2,2347.0,4694.0
16845,9333,36,Dulce de Leche 400g,2,2559.0,5118.0
16846,9334,21,Pan Lactal Integral,1,272.0,272.0
16847,9334,39,Helado Vainilla 1L,4,469.0,1876.0
16848,9334,41,Aceite de Girasol 1L,1,860.0,860.0
16849,9335,14,Leche Entera 1L,3,1723.0,5169.0
16850,9335,75,Licor de Café 700ml,2,3204.0,6408.0
16851,9336,95,Mascarilla Capilar,4,1581.0,6324.0
16852,9336,1,Coca Cola 1.5L,2,2347.0,4694.0
16853,9336,33,Chocolate con Leche 100g,1,1255.0,1255.0
16854,9337,77,Empanadas Congeladas,1,4778.0,4778.0
16855,9338,75,Licor de Café 700ml,3,3204.0,9612.0
16856,9338,15,Leche Descremada 1L,1,2538.0,2538.0
16857,9338,69,Sidra 750ml,1,744.0,744.0
16858,9339,39,Helado Vainilla 1L,1,469.0,469.0
16859,9339,69,Sidra 750ml,2,744.0,1488.0
16860,9341,11,Café Molido 250g,2,2053.0,4106.0
16861,9341,95,Mascarilla Capilar,1,1581.0,1581.0
16862,9341,77,Empanadas Congeladas,1,4778.0,4778.0
16863,9341,20,Pan Lactal Blanco,1,1571.0,1571.0
16864,9341,21,Pan Lactal Integral,3,272.0,816.0
16865,9342,14,Leche Entera 1L,2,1723.0,3446.0
16866,9342,39,Helado Vainilla 1L,3,469.0,1407.0
16867,9342,85,Jugo en Polvo Naranja,3,1856.0,5568.0
16868,9343,83,Queso Untable 190g,1,1830.0,1830.0
16869,9343,1,Coca Cola 1.5L,1,2347.0,2347.0
16870,9344,14,Leche Entera 1L,1,1723.0,1723.0
16871,9345,38,Mermelada de Frutilla 400g,1,1584.0,1584.0
16872,9346,97,Limpiavidrios 500ml,1,872.0,872.0
16873,9346,5,Agua Mineral 500ml,2,4777.0,9554.0
16874,9346,1,Coca Cola 1.5L,1,2347.0,2347.0
16875,9346,21,Pan Lactal Integral,1,290.0,290.0
16876,9347,97,Limpiavidrios 500ml,2,872.0,1744.0
16877,9347,51,Sal Fina 500g,2,1745.0,3490.0
16878,9349,15,Leche Descremada 1L,3,2538.0,7614.0
16879,9349,77,Empanadas Congeladas,1,4778.0,4778.0
16880,9350,33,Chocolate con Leche 100g,2,1255.0,2510.0
16881,9350,20,Pan Lactal Blanco,1,1571.0,1571.0
16882,9351,31,Mix de Frutos Secos 200g,1,3240.0,3240.0
16883,9351,14,Leche Entera 1L,1,1723.0,1723.0
16884,9352,9,Yerba Mate Suave 1kg,2,3878.0,7756.0
16885,9352,7,Jugo de Manzana 1L,1,3269.0,3269.0
16886,9352,22,Medialunas de Manteca,1,2069.0,2069.0
16887,9354,66,Cerveza Negra 1L,1,1430.0,1430.0
16888,9354,83,Queso Untable 190g,2,1830.0,3660.0
16889,9356,73,Gin 700ml,2,1561.0,3122.0
16890,9356,14,Leche Entera 1L,1,1723.0,1723.0
16891,9357,35,Barrita de Cereal 30g,1,4430.0,4430.0
16892,9358,89,Caldo Concentrado Verdura,3,1003.0,3009.0
16893,9358,11,Café Molido 250g,1,2053.0,2053.0
16894,9358,29,Papas Fritas Onduladas 100g,3,1868.0,5604.0
16895,9358,1,Coca Cola 1.5L,1,2347.0,2347.0
16896,9358,69,Sidra 750ml,2,760.0,1520.0
16897,9358,39,Helado Vainilla 1L,2,469.0,938.0
16898,9358,83,Queso Untable 190g,4,1830.0,7320.0
16899,9358,21,Pan Lactal Integral,2,272.0,544.0
16900,9358,36,Dulce de Leche 400g,1,2559.0,2559.0
16901,9359,75,Licor de Café 700ml,2,3204.0,6408.0
16902,9359,11,Café Molido 250g,2,2053.0,4106.0
16903,9361,11,Café Molido 250g,3,2053.0,6159.0
16904,9361,41,Aceite de Girasol 1L,2,860.0,1720.0
16905,9361,9,Yerba Mate Suave 1kg,1,3878.0,3878.0
16906,9362,14,Leche Entera 1L,1,1723.0,1723.0
16907,9363,57,Servilletas x100,2,4520.0,9040.0
16908,9363,75,Licor de Café 700ml,2,3204.0,6408.0
16909,9363,53,Lavandina 1L,2,1664.0,3328.0
16910,9363,36,Dulce de Leche 400g,1,2559.0,2559.0
16911,9363,43,Salsa de Tomate 500g,2,887.0,1774.0
16912,9363,24,Galletitas Chocolate,3,1305.0,3915.0
16913,9364,34,Turrón 50g,1,503.0,503.0
16914,9364,97,Limpiavidrios 500ml,2,872.0,1744.0
16915,9364,1,Coca Cola 1.5L,1,2347.0,2347.0
16916,9365,36,Dulce de Leche 400g,3,2559.0,7677.0
16917,9365,31,Mix de Frutos Secos 200g,1,3409.0,3409.0
16918,9365,55,Shampoo 400ml,1,1407.0,1407.0
16919,9365,43,Salsa de Tomate 500g,1,887.0,887.0
16920,9365,15,Leche Descremada 1L,2,2538.0,5076.0
16921,9365,11,Café Molido 250g,3,2053.0,6159.0
16922,9367,53,Lavandina 1L,3,1664.0,4992.0
16923,9368,41,Aceite de Girasol 1L,2,860.0,1720.0
16924,9369,56,Papel Higiénico x4,2,2532.0,5064.0
16925,9369,31,Mix de Frutos Secos 200g,2,3640.0,7280.0
16926,9370,1,Coca Cola 1.5L,2,2347.0,4694.0
16927,9371,11,Café Molido 250g,1,2053.0,2053.0
16928,9372,17,Queso Cremoso 500g,1,4834.0,4834.0
16929,9374,20,Pan Lactal Blanco,1,1571.0,1571.0
16930,9374,42,Vinagre de Alcohol 500ml,3,1195.0,3585.0
16931,9374,41,Aceite de Girasol 1L,2,860.0,1720.0
16932,9374,75,Licor de Café 700ml,1,3204.0,3204.0
16933,9374,83,Queso Untable 190g,1,1830.0,1830.0
16934,9375,20,Pan Lactal Blanco,2,1640.0,3280.0
16935,9376,24,Galletitas Chocolate,1,1305.0,1305.0
16936,9377,63,Granola 250g,2,3920.0,7840.0
16937,9377,9,Yerba Mate Suave 1kg,2,3878.0,7756.0
16938,9377,73,Gin 700ml,2,1561.0,3122.0
16939,9377,70,Fernet 750ml,2,4061.0,8122.0
16940,9378,95,Mascarilla Capilar,1,1581.0,1581.0
16941,9379,1,Coca Cola 1.5L,2,2347.0,4694.0
16942,9380,37,Mermelada de Durazno 400g,2,3196.0,6392.0
16943,9380,3,Sprite 1.5L,1,4964.0,4964.0
16944,9381,69,Sidra 750ml,2,744.0,1488.0
16945,9382,89,Caldo Concentrado Verdura,2,1003.0,2006.0
16946,9383,87,Sopa Instantánea Pollo,3,1679.0,5037.0
16947,9383,15,Leche Descremada 1L,3,2538.0,7614.0
16948,9384,33,Chocolate con Leche 100g,3,1255.0,3765.0
16949,9384,45,Fideos Spaghetti 500g,2,745.0,1490.0
16950,9385,55,Shampoo 400ml,3,1420.0,4260.0
16951,9386,52,Detergente Líquido 750ml,2,2582.0,5164.0
16952,9387,15,Leche Descremada 1L,1,2538.0,2538.0
16953,9387,11,Café Molido 250g,1,2053.0,2053.0
16954,9388,14,Leche Entera 1L,1,1760.0,1760.0
16955,9388,89,Caldo Concentrado Verdura,4,1003.0,4012.0
16956,9388,1,Coca Cola 1.5L,1,2347.0,2347.0
16957,9388,33,Chocolate con Leche 100g,2,1255.0,2510.0
16958,9388,20,Pan Lactal Blanco,1,1571.0,1571.0
16959,9389,33,Chocolate con Leche 100g,2,1255.0,2510.0
16960,9389,43,Salsa de Tomate 500g,1,887.0,887.0
16961,9389,51,Sal Fina 500g,4,1745.0,6980.0
16962,9390,41,Aceite de Girasol 1L,1,860.0,860.0
16963,9390,29,Papas Fritas Onduladas 100g,1,1868.0,1868.0
16964,9390,21,Pan Lactal Integral,3,272.0,816.0
16965,9390,51,Sal Fina 500g,3,1745.0,5235.0
16966,9390,11,Café Molido 250g,2,2053.0,4106.0
16967,9390,95,Mascarilla Capilar,1,1581.0,1581.0
16968,9390,36,Dulce de Leche 400g,1,2559.0,2559.0
16969,9390,75,Licor de Café 700ml,2,3204.0,6408.0
16970,9390,37,Mermelada de Durazno 400g,1,3196.0,3196.0
16971,9392,29,Papas Fritas Onduladas 100g,1,1868.0,1868.0
16972,9393,75,Licor de Café 700ml,2,3204.0,6408.0
16973,9393,36,Dulce de Leche 400g,2,2559.0,5118.0
16974,9394,28,Papas Fritas Clásicas 100g,2,936.0,1872.0
16975,9395,87,Sopa Instantánea Pollo,1,1679.0,1679.0
16976,9396,49,Harina de Trigo 1kg,3,2512.0,7536.0
16977,9396,74,Whisky 750ml,1,2953.0,2953.0
16978,9397,21,Pan Lactal Integral,4,272.0,1088.0
16979,9398,75,Licor de Café 700ml,1,3204.0,3204.0
16980,9398,21,Pan Lactal Integral,4,272.0,1088.0
16981,9399,29,Papas Fritas Onduladas 100g,2,1868.0,3736.0
16982,9399,28,Papas Fritas Clásicas 100g,1,936.0,936.0
16983,9401,45,Fideos Spaghetti 500g,2,745.0,1490.0
16984,9401,11,Café Molido 250g,2,2053.0,4106.0
16985,9401,24,Galletitas Chocolate,1,1305.0,1305.0
16986,9401,14,Leche Entera 1L,1,1723.0,1723.0
16987,9401,66,Cerveza Negra 1L,2,1533.0,3066.0
16988,9402,45,Fideos Spaghetti 500g,1,745.0,745.0
16989,9403,75,Licor de Café 700ml,1,3204.0,3204.0
16990,9403,51,Sal Fina 500g,1,1745.0,1745.0
16991,9404,21,Pan Lactal Integral,3,272.0,816.0
16992,9405,20,Pan Lactal Blanco,2,1571.0,3142.0
16993,9405,33,Chocolate con Leche 100g,1,1255.0,1255.0
16994,9406,89,Caldo Concentrado Verdura,4,1003.0,4012.0
16995,9407,20,Pan Lactal Blanco,3,1571.0,4713.0
16996,9409,36,Dulce de Leche 400g,2,2559.0,5118.0
16997,9410,94,Hilo Dental,2,1418.0,2836.0
16998,9410,26,Alfajor Triple,2,1001.0,2002.0
16999,9411,96,Suavizante 1L,1,4920.0,4920.0
17000,9412,93,Cepillo de Dientes,1,2142.0,2142.0
17001,9413,14,Leche Entera 1L,1,1723.0,1723.0
17002,9414,83,Queso Untable 190g,1,1830.0,1830.0
17003,9415,89,Caldo Concentrado Verdura,1,1003.0,1003.0
17004,9415,11,Café Molido 250g,2,2053.0,4106.0
17005,9416,21,Pan Lactal Integral,1,272.0,272.0
17006,9416,43,Salsa de Tomate 500g,3,887.0,2661.0
17007,9417,42,Vinagre de Alcohol 500ml,3,1195.0,3585.0
17008,9417,45,Fideos Spaghetti 500g,1,745.0,745.0
17009,9417,51,Sal Fina 500g,1,1820.0,1820.0
17010,9417,97,Limpiavidrios 500ml,1,872.0,872.0
17011,9417,35,Barrita de Cereal 30g,1,4430.0,4430.0
17012,9417,73,Gin 700ml,1,1561.0,1561.0
17013,9417,69,Sidra 750ml,4,744.0,2976.0
17014,9417,40,Helado Chocolate 1L,4,1215.0,4860.0
17015,9417,71,Vodka 700ml,4,508.0,2032.0
17016,9417,9,Yerba Mate Suave 1kg,1,3878.0,3878.0
17017,9418,55,Shampoo 400ml,3,1407.0,4221.0
17018,9418,73,Gin 700ml,3,1561.0,4683.0
17019,9418,36,Dulce de Leche 400g,1,2559.0,2559.0
17020,9419,71,Vodka 700ml,3,508.0,1524.0
17021,9419,15,Leche Descremada 1L,1,2538.0,2538.0
17022,9420,33,Chocolate con Leche 100g,1,1255.0,1255.0
17023,9420,53,Lavandina 1L,2,1664.0,3328.0
17024,9421,11,Café Molido 250g,1,2053.0,2053.0
17025,9421,84,Queso Azul 150g,3,1645.0,4935.0
17026,9421,14,Leche Entera 1L,3,1723.0,5169.0
17027,9422,85,Jugo en Polvo Naranja,2,1856.0,3712.0
17028,9422,26,Alfajor Triple,1,1001.0,1001.0
17029,9423,9,Yerba Mate Suave 1kg,1,3878.0,3878.0
17030,9424,39,Helado Vainilla 1L,4,469.0,1876.0
17031,9425,39,Helado Vainilla 1L,1,469.0,469.0
17032,9425,68,Vino Blanco 750ml,1,2684.0,2684.0
17033,9425,20,Pan Lactal Blanco,1,1571.0,1571.0
17034,9425,45,Fideos Spaghetti 500g,1,745.0,745.0
17035,9426,33,Chocolate con Leche 100g,3,1380.0,4140.0
17036,9426,71,Vodka 700ml,1,508.0,508.0
17037,9426,31,Mix de Frutos Secos 200g,1,3409.0,3409.0
17038,9426,5,Agua Mineral 500ml,1,4777.0,4777.0
17039,9428,91,Desodorante Aerosol,1,4690.0,4690.0
17040,9428,21,Pan Lactal Integral,2,272.0,544.0
17041,9429,14,Leche Entera 1L,1,1723.0,1723.0
17042,9430,15,Leche Descremada 1L,2,2538.0,5076.0
17043,9430,49,Harina de Trigo 1kg,1,2512.0,2512.0
17044,9430,45,Fideos Spaghetti 500g,3,745.0,2235.0
17045,9430,9,Yerba Mate Suave 1kg,1,3878.0,3878.0
17046,9430,1,Coca Cola 1.5L,3,2347.0,7041.0
17047,9430,39,Helado Vainilla 1L,2,469.0,938.0
17048,9430,34,Turrón 50g,1,503.0,503.0
17049,9430,20,Pan Lactal Blanco,3,1571.0,4713.0
17050,9431,36,Dulce de Leche 400g,3,2559.0,7677.0
17051,9431,82,Aceitunas Negras 200g,1,2394.0,2394.0
17052,9431,59,Chicle Menta,1,3612.0,3612.0
17053,9431,33,Chocolate con Leche 100g,2,1255.0,2510.0
17054,9431,7,Jugo de Manzana 1L,1,3269.0,3269.0
17055,9431,15,Leche Descremada 1L,1,2538.0,2538.0
17056,9431,57,Servilletas x100,1,4520.0,4520.0
17057,9432,43,Salsa de Tomate 500g,4,887.0,3548.0
17058,9433,37,Mermelada de Durazno 400g,1,3196.0,3196.0
17059,9434,83,Queso Untable 190g,1,1830.0,1830.0
17060,9436,45,Fideos Spaghetti 500g,4,745.0,2980.0
17061,9436,28,Papas Fritas Clásicas 100g,3,936.0,2808.0
17062,9436,53,Lavandina 1L,1,1664.0,1664.0
17063,9436,89,Caldo Concentrado Verdura,4,1003.0,4012.0
17064,9437,9,Yerba Mate Suave 1kg,2,3878.0,7756.0
17065,9437,91,Desodorante Aerosol,1,4690.0,4690.0
17066,9437,39,Helado Vainilla 1L,1,469.0,469.0
17067,9438,5,Agua Mineral 500ml,2,4777.0,9554.0
17068,9438,33,Chocolate con Leche 100g,2,1255.0,2510.0
17069,9439,97,Limpiavidrios 500ml,4,872.0,3488.0
17070,9439,75,Licor de Café 700ml,3,3204.0,9612.0
17071,9441,44,Arroz Largo Fino 1kg,3,2979.0,8937.0
17072,9441,85,Jugo en Polvo Naranja,1,1856.0,1856.0
17073,9441,36,Dulce de Leche 400g,1,2559.0,2559.0
17074,9441,1,Coca Cola 1.5L,1,2347.0,2347.0
17075,9441,75,Licor de Café 700ml,3,3204.0,9612.0
17076,9441,55,Shampoo 400ml,1,1407.0,1407.0
17077,9442,29,Papas Fritas Onduladas 100g,1,1868.0,1868.0
17078,9444,11,Café Molido 250g,2,2053.0,4106.0
17079,9446,14,Leche Entera 1L,4,1723.0,6892.0
17080,9446,75,Licor de Café 700ml,1,3204.0,3204.0
17081,9446,41,Aceite de Girasol 1L,3,860.0,2580.0
17082,9447,71,Vodka 700ml,4,508.0,2032.0
17083,9447,15,Leche Descremada 1L,1,2538.0,2538.0
17084,9447,53,Lavandina 1L,3,1664.0,4992.0
17085,9447,74,Whisky 750ml,1,2953.0,2953.0
17086,9448,55,Shampoo 400ml,3,1407.0,4221.0
17087,9450,51,Sal Fina 500g,3,1745.0,5235.0
17088,9450,100,Trapo de Piso,1,4854.0,4854.0
17089,9450,21,Pan Lactal Integral,3,272.0,816.0
17090,9452,7,Jugo de Manzana 1L,3,3269.0,9807.0
17091,9452,68,Vino Blanco 750ml,3,2684.0,8052.0
17092,9452,93,Cepillo de Dientes,2,2142.0,4284.0
17093,9452,75,Licor de Café 700ml,1,3204.0,3204.0
17094,9452,95,Mascarilla Capilar,1,1700.0,1700.0
17095,9453,89,Caldo Concentrado Verdura,2,1003.0,2006.0
17096,9454,73,Gin 700ml,3,1561.0,4683.0
17097,9455,39,Helado Vainilla 1L,3,469.0,1407.0
17098,9455,13,Té Verde 20 saquitos,1,2383.0,2383.0
17099,9456,41,Aceite de Girasol 1L,1,860.0,860.0
17100,9456,39,Helado Vainilla 1L,4,469.0,1876.0
17101,9456,21,Pan Lactal Integral,2,272.0,544.0
17102,9457,24,Galletitas Chocolate,2,1305.0,2610.0
17103,9457,89,Caldo Concentrado Verdura,2,1003.0,2006.0
17104,9458,20,Pan Lactal Blanco,1,1571.0,1571.0
17105,9458,53,Lavandina 1L,2,1664.0,3328.0
17106,9459,21,Pan Lactal Integral,3,272.0,816.0
17107,9459,89,Caldo Concentrado Verdura,1,1003.0,1003.0
